additives_n,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g,nutrition-score-uk_100g,healthy_label
4.0,0.0,0.0,92.68,68.29,0.0,0.0,0.037000000000000005,14.0,0
0.0,44.19,18.6,44.19,37.21,4.6,9.3,0.349,22.0,1
2.0,0.0,0.0,14.71,10.59,0.6,7.06,0.038,-1.0,1
1.0,34.88,20.93,53.49,41.86,7.0,4.65,0.605,26.0,1
0.0,1.54,0.77,16.92,0.77,3.8,5.38,0.369,-3.0,0
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
1.0,7.5,5.0,80.0,47.5,0.0,2.5,0.3,21.0,0
2.0,0.0,0.0,85.71,85.71,0.0,0.0,0.0,14.0,0
4.0,4.55,0.0,90.91,54.55,0.0,0.0,0.045,15.0,0
0.0,0.0,0.0,16.92,0.77,5.4,5.38,0.4,-3.0,0
0.0,5.31,1.33,0.0,0.0,0.0,17.7,0.049,-3.0,1
0.0,0.44,0.0,2.65,0.0,0.0,12.39,0.066,-5.0,1
0.0,26.67,1.67,33.33,33.33,0.0,0.0,0.25,13.0,0
0.0,43.75,6.25,37.5,18.75,9.4,31.25,0.0,13.0,1
3.0,7.97,0.72,42.75,23.19,2.2,3.62,0.28600000000000003,5.0,0
0.0,0.0,0.0,80.0,55.0,5.0,2.5,0.025,9.0,1
3.0,14.29,2.86,65.71,25.71,2.9,8.57,0.171,9.0,0
2.0,11.43,7.14,74.29,40.0,2.9,2.86,0.343,19.0,0
0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,13.0,1
4.0,16.67,0.0,6.67,3.33,0.0,33.33,1.533,12.0,0
0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,13.0,1
1.0,30.0,3.33,20.0,16.67,0.0,0.0,0.733,18.0,0
2.0,33.33,3.33,26.67,26.67,0.0,0.0,0.417,17.0,0
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
1.0,1.41,0.0,33.8,1.41,4.2,9.86,0.479,-3.0,1
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
0.0,50.0,3.33,6.67,0.0,3.3,33.33,0.0,1.0,1
0.0,0.0,0.0,2.94,2.94,0.0,10.59,0.062,-5.0,1
1.0,1.52,0.0,39.39,1.52,6.1,7.58,0.394,-3.0,1
2.0,1.54,0.88,24.67,19.38,0.0,3.96,0.075,3.0,1
1.0,0.0,0.0,13.93,9.02,0.0,0.0,0.008,2.0,0
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
0.0,25.0,2.5,10.0,1.67,5.0,11.67,0.092,-4.0,1
0.0,32.14,21.43,60.71,50.0,7.1,3.57,0.018000000000000002,21.0,1
0.0,0.0,0.0,2.94,0.74,1.5,0.0,0.64,5.0,1
3.0,41.18,14.71,0.0,0.0,0.0,29.41,1.824,25.0,0
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
5.0,16.67,10.0,6.67,6.67,0.0,6.67,0.733,20.0,0
3.0,13.04,7.61,28.26,23.91,1.1,3.26,0.261,15.0,0
3.0,11.96,7.61,29.35,21.74,0.0,2.17,0.337,16.0,0
3.0,0.0,0.0,60.0,2.86,28.6,25.71,1.171,9.0,1
0.0,53.85,3.85,15.38,0.0,7.7,30.77,4.231,15.0,1
0.0,3.0,0.0,78.0,0.0,4.0,8.0,0.0,-5.0,1
0.0,50.0,7.81,25.0,9.38,6.2,21.88,0.438,15.0,1
0.0,0.0,0.0,13.33,10.42,0.0,0.42,0.0,2.0,0
0.0,36.36,24.24,42.42,30.3,15.2,12.12,0.455,22.0,1
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.6,2.0,1
3.0,23.89,10.62,40.71,23.89,0.9,4.42,0.28300000000000003,21.0,0
4.0,18.58,7.96,40.71,22.12,0.9,3.54,0.265,16.0,0
1.0,42.5,25.0,42.5,30.0,10.0,10.0,0.0,18.0,1
1.0,7.5,5.0,80.0,47.5,0.0,2.5,0.3,21.0,0
0.0,0.0,0.0,14.29,10.39,3.2,0.0,0.0,-2.0,1
0.0,50.0,9.38,18.75,9.38,6.2,25.0,0.438,17.0,1
1.0,16.07,8.93,78.57,71.43,3.6,3.57,0.14300000000000002,19.0,0
0.0,1.79,0.0,64.29,53.57,7.1,10.71,0.464,14.0,1
1.0,25.35,9.86,39.44,28.17,0.0,2.82,0.211,21.0,0
2.0,21.24,12.39,26.55,19.47,0.9,5.31,0.398,20.0,0
3.0,22.12,12.39,30.97,23.89,2.6,5.31,0.28300000000000003,19.0,0
2.0,23.01,12.39,26.55,21.24,0.9,5.31,0.265,18.0,0
0.0,0.0,0.0,15.32,0.81,4.8,5.65,0.387,-3.0,0
3.0,32.14,14.29,5.36,3.57,0.0,8.93,1.161,24.0,0
4.0,12.5,4.46,4.46,0.0,0.0,16.96,0.312,4.0,0
1.0,19.47,6.19,0.88,0.0,0.9,18.58,0.8320000000000001,17.0,0
5.0,1.79,0.0,5.36,1.79,0.0,16.07,0.946,11.0,1
2.0,0.0,0.0,7.5,7.5,0.0,0.0,0.0,1.0,1
5.0,0.0,0.0,87.5,87.5,0.0,0.0,0.0,14.0,0
5.0,0.0,0.0,93.33,86.67,0.0,0.0,0.0,14.0,0
2.0,0.0,0.0,7.65,7.35,0.0,0.0,0.004,1.0,1
2.0,0.0,0.0,7.5,7.08,0.0,0.0,0.004,1.0,1
0.0,1.56,0.0,15.62,15.62,0.0,6.25,0.281,3.0,1
2.0,0.0,0.0,3.33,0.0,2.5,0.83,0.8,5.0,1
1.0,16.67,9.52,73.81,69.05,2.4,2.38,0.071,21.0,1
5.0,0.0,0.0,100.0,73.33,0.0,0.0,0.0,14.0,0
2.0,0.0,0.0,85.71,85.71,0.0,0.0,0.0,10.0,0
1.0,10.0,1.25,80.0,50.0,0.0,2.5,0.162,16.0,0
0.0,9.25,1.1,1.32,0.44,0.9,1.76,0.0,0.0,1
0.0,0.0,0.0,0.88,0.0,0.0,10.62,0.177,-4.0,1
3.0,21.33,9.33,1.33,1.33,0.0,16.0,0.5329999999999999,17.0,0
1.0,33.33,19.05,4.76,0.0,0.0,19.05,1.286,24.0,0
1.0,25.71,8.57,1.43,0.0,0.0,17.14,0.7859999999999999,19.0,0
2.0,0.0,0.0,89.7,34.5,3.45,3.45,0.517,12.0,0
2.0,6.86,3.92,66.67,5.88,5.9,17.65,1.078,13.0,0
8.0,18.18,4.55,66.67,57.58,0.0,0.0,0.16699999999999998,20.0,0
7.0,18.18,4.55,63.64,60.61,3.0,0.0,0.136,16.0,0
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
0.0,0.0,0.0,3.53,1.18,2.4,1.18,0.018000000000000002,-3.0,1
0.0,0.0,0.0,17.65,5.88,2.4,1.18,0.029,-1.0,1
11.0,15.62,10.42,37.5,8.33,2.1,31.25,0.229,16.0,0
2.0,0.0,0.0,100.0,73.33,0.0,0.0,0.067,14.0,0
3.0,13.28,5.47,20.31,2.34,1.6,11.72,0.43,10.0,0
4.0,17.7,3.54,45.13,28.32,0.9,4.42,0.28300000000000003,15.0,0
0.0,67.86,8.93,10.71,3.57,7.1,14.29,0.0,11.0,1
2.0,14.0,1.0,1.2,0.0,1.2,1.0,0.9,9.0,1
0.0,1.33,0.0,22.12,0.0,3.5,6.19,0.221,-4.0,0
2.0,0.0,0.0,71.43,39.29,0.0,0.0,0.8959999999999999,20.0,0
0.0,0.0,0.0,2.63,0.0,1.8,1.75,0.219,-1.0,1
1.0,16.07,5.36,5.36,0.0,0.0,14.29,1.357,17.0,0
0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.6609999999999999,3.0,1
0.0,40.0,25.71,40.0,40.0,5.7,5.71,0.003,19.0,1
2.0,0.0,0.0,8.57,7.86,1.4,0.0,0.014,0.0,0
2.0,56.25,3.12,6.25,3.12,0.0,0.0,0.469,14.0,0
0.0,46.88,6.25,18.75,6.25,6.2,28.12,0.0,9.0,1
2.0,25.0,14.29,57.14,21.43,0.0,3.57,0.161,20.0,0
0.0,10.42,2.08,66.67,29.17,4.2,8.33,0.0,7.0,0
0.0,0.0,0.0,12.86,7.86,4.3,0.71,0.0,-4.0,1
4.0,20.83,12.5,75.0,58.33,0.0,0.0,0.125,27.0,0
3.0,25.0,12.5,75.0,50.0,0.0,0.0,0.042,26.0,0
0.0,0.0,0.0,8.97,6.41,2.6,1.28,0.077,-2.0,1
0.0,0.0,0.0,8.97,6.41,2.6,1.28,0.077,-2.0,1
1.0,0.0,0.0,3.33,0.0,3.3,0.0,0.6,2.0,1
1.0,0.0,0.0,3.33,0.0,3.3,0.0,0.6,2.0,1
9.0,6.25,2.08,79.17,29.17,4.2,4.17,0.208,9.0,0
0.0,0.0,0.0,3.53,0.0,2.4,3.53,0.08199999999999999,-5.0,1
0.0,0.0,0.0,8.97,6.41,2.6,1.28,0.077,-2.0,1
0.0,60.71,5.36,17.86,3.57,3.6,14.29,0.018000000000000002,8.0,1
5.0,30.0,7.5,35.0,15.0,12.5,25.0,0.425,14.0,0
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
4.0,40.0,13.33,0.0,0.0,0.0,26.67,1.733,25.0,0
2.0,4.12,2.94,11.18,10.0,0.0,7.65,0.032,1.0,1
4.0,5.56,5.56,83.33,55.56,0.0,0.0,0.083,19.0,0
1.0,5.26,5.26,63.16,42.11,0.0,0.0,0.184,19.0,0
2.0,15.56,6.67,40.0,6.67,15.6,37.78,0.17800000000000002,7.0,1
2.0,11.76,1.76,28.24,3.53,2.4,2.35,0.635,6.0,0
2.0,15.29,5.88,45.88,28.24,1.2,3.53,0.282,17.0,0
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
10.0,3.85,0.0,51.92,5.77,3.8,9.62,0.5579999999999999,0.0,0
3.0,0.0,0.0,90.32,38.71,0.0,3.23,0.452,17.0,0
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.029,-6.0,1
0.0,0.0,0.0,4.71,2.35,3.5,3.53,0.029,-6.0,1
7.0,1.67,0.0,90.0,53.33,13.3,0.0,0.35,12.0,0
1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.2,10.0,0
5.0,0.0,0.0,0.42,0.0,0.0,0.0,0.004,0.0,1
1.0,35.0,22.5,47.5,30.0,10.0,7.5,0.062,17.0,1
0.0,8.45,0.7,16.9,2.82,4.2,9.86,0.394,-4.0,0
2.0,8.45,2.82,25.35,2.82,2.8,8.45,0.493,1.0,0
6.0,1.25,0.0,0.83,0.42,0.4,0.42,0.075,0.0,1
1.0,51.43,31.43,31.43,17.14,8.6,8.57,0.0,15.0,1
2.0,4.44,0.0,51.11,4.44,2.2,8.89,0.489,0.0,0
2.0,0.0,0.0,85.71,85.71,0.0,0.0,0.0,14.0,0
1.0,30.0,7.5,35.0,15.0,12.5,25.0,0.425,14.0,0
2.0,11.43,1.43,62.86,28.57,5.7,8.57,0.271,9.0,0
0.0,0.71,0.0,12.14,8.57,2.9,0.0,0.0,-3.0,1
6.0,28.07,7.89,5.26,3.51,0.0,7.02,1.158,20.0,0
3.0,0.0,0.0,90.32,38.71,0.0,3.23,0.452,17.0,0
3.0,0.0,0.0,90.32,38.71,0.0,3.23,0.452,17.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,46.67,30.0,40.0,20.0,10.0,6.67,0.0,16.0,1
3.0,18.18,9.09,81.82,63.64,0.0,0.0,0.091,25.0,0
5.0,10.0,0.0,33.33,33.33,0.0,0.0,0.0,9.0,0
5.0,10.0,0.0,33.33,33.33,0.0,0.0,0.0,9.0,0
2.0,0.0,0.0,11.11,9.78,0.0,9.33,0.04,-2.0,1
1.0,0.0,0.0,7.33,6.67,0.0,9.33,0.04,-4.0,1
2.0,0.0,0.0,11.33,10.0,0.0,9.33,0.04,-2.0,1
1.0,0.0,0.0,11.33,10.0,0.0,9.33,0.04,-2.0,1
2.0,0.0,0.0,11.33,10.0,0.0,9.33,0.04,-2.0,1
9.0,3.08,1.32,10.13,1.76,1.3,3.96,0.392,3.0,0
2.0,15.49,9.86,47.89,29.58,1.4,4.23,0.338,21.0,0
4.0,22.12,2.65,40.71,23.89,1.8,5.31,0.327,12.0,0
0.0,0.0,0.0,14.52,0.81,4.8,4.84,0.379,-3.0,0
0.0,0.0,0.0,13.57,9.29,2.9,0.71,0.006999999999999999,-2.0,1
3.0,0.0,0.0,77.78,2.22,2.2,6.67,0.933,11.0,0
0.0,46.88,7.81,25.0,12.5,6.2,21.88,0.469,16.0,1
0.0,25.0,10.0,42.5,17.5,17.5,25.0,0.4,16.0,0
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
0.0,0.0,0.0,4.65,2.33,1.2,1.16,0.029,-1.0,1
2.0,14.0,1.0,74.0,22.0,6.0,8.0,0.44,8.0,0
2.0,14.0,1.0,72.0,20.0,6.0,8.0,0.48,9.0,0
0.0,0.0,0.0,20.0,0.0,20.0,40.0,0.0,-7.0,1
0.0,33.33,20.0,60.0,46.67,6.7,3.33,0.067,21.0,1
0.0,29.03,16.13,61.29,41.94,6.4,6.45,0.097,21.0,1
5.0,18.18,2.02,39.39,22.22,2.0,5.05,0.354,11.0,0
6.0,0.0,0.0,80.0,50.0,0.0,10.0,0.03,13.0,0
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
0.0,66.67,6.67,13.33,0.0,6.7,16.67,0.0,9.0,1
0.0,78.57,10.71,0.0,0.0,0.0,0.0,0.5710000000000001,24.0,0
2.0,1.92,0.0,50.0,3.85,3.8,7.69,0.442,-2.0,0
1.0,0.89,0.0,5.36,5.36,0.0,21.43,0.643,4.0,1
3.0,0.89,0.0,0.0,0.0,0.0,21.43,0.75,4.0,1
0.0,66.67,15.0,13.33,3.33,6.7,13.33,0.0,13.0,1
1.0,0.0,0.0,19.53,14.06,0.8,0.0,0.008,2.0,0
0.0,0.44,0.0,17.7,0.88,5.3,6.19,0.336,-4.0,0
0.0,0.0,0.0,3.33,0.0,1.7,1.67,0.317,0.0,1
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.667,3.0,1
0.0,0.0,0.0,60.0,4.44,15.6,24.44,0.033,-6.0,1
3.0,20.83,4.17,43.06,26.39,0.0,4.17,0.312,16.0,0
1.0,35.0,17.5,45.0,37.5,2.5,17.5,0.125,23.0,1
6.0,50.0,8.93,7.14,3.57,0.0,7.14,0.679,21.0,0
4.0,19.23,5.77,56.41,35.9,2.6,3.85,0.256,16.0,0
0.0,0.0,0.0,4.85,4.06,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,9.94,8.25,0.0,0.85,0.0,1.0,0
0.0,0.0,0.0,9.17,3.33,2.5,1.67,0.008,-4.0,1
0.0,0.0,0.0,9.17,3.33,2.5,1.67,0.008,-4.0,1
0.0,3.33,0.0,73.33,0.0,6.7,6.67,0.0,-5.0,1
1.0,85.71,14.29,0.0,0.0,0.0,0.0,0.5710000000000001,25.0,0
5.0,0.83,0.0,0.42,0.0,0.4,0.42,0.054000000000000006,0.0,1
4.0,2.35,0.0,12.94,7.06,3.5,3.53,0.106,-3.0,1
2.0,0.0,0.0,3.57,0.0,0.0,0.0,0.893,9.0,0
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
1.0,25.0,15.0,65.0,52.5,7.5,5.0,0.0,20.0,1
1.0,25.0,15.0,65.0,52.5,7.5,5.0,0.0,20.0,1
0.0,11.82,2.27,1.82,0.0,0.0,21.82,0.4,3.0,1
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
2.0,24.78,9.73,34.51,21.24,0.9,3.54,0.239,18.0,0
3.0,32.56,20.93,53.49,41.86,7.0,4.65,0.047,19.0,1
0.0,0.0,0.0,1.79,0.89,0.0,0.0,0.438,4.0,1
2.0,19.3,10.53,36.84,21.05,1.8,7.02,0.333,19.0,0
0.0,21.21,7.58,33.33,0.0,0.0,12.12,0.848,20.0,0
1.0,25.0,3.57,57.14,3.57,0.0,3.57,1.607,18.0,0
0.0,0.0,0.0,8.57,5.71,2.9,0.0,0.0,-3.0,1
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
0.0,0.0,0.0,25.38,5.38,3.1,1.54,0.035,-2.0,1
1.0,34.78,20.65,57.61,44.57,6.5,4.35,0.011,20.0,1
5.0,25.08,10.85,0.68,0.0,0.0,15.59,0.807,21.0,0
0.0,0.0,0.0,78.57,42.86,10.7,10.71,0.25,10.0,1
4.0,21.05,3.51,56.14,28.07,1.8,3.51,0.35100000000000003,15.0,0
3.0,19.3,2.63,50.88,26.32,1.8,3.51,0.333,12.0,0
5.0,0.0,0.0,33.33,16.67,0.0,0.0,0.0,4.0,1
1.0,20.0,5.0,55.0,17.5,12.5,12.5,0.175,7.0,1
3.0,25.0,5.0,55.0,17.5,10.0,12.5,0.175,8.0,1
0.0,41.86,25.58,30.23,25.58,11.6,6.98,0.0,16.0,1
0.0,31.11,17.78,44.44,37.78,4.4,4.44,0.078,19.0,1
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
1.0,31.71,19.51,58.54,48.78,4.9,4.88,0.0,21.0,1
9.0,0.0,0.0,79.49,56.41,0.0,5.13,0.16699999999999998,15.0,0
0.0,0.0,0.0,65.0,32.5,5.0,2.5,0.012,4.0,1
3.0,0.0,0.0,78.57,60.71,0.0,0.0,0.054000000000000006,13.0,1
0.0,6.92,1.54,16.92,0.0,5.4,7.69,0.362,-2.0,0
0.0,2.4,0.0,38.4,0.0,1.6,4.0,0.0,-2.0,1
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.024,-6.0,1
0.0,0.0,0.0,9.86,7.75,0.7,0.7,0.0,1.0,1
1.0,1.23,0.53,20.77,14.44,0.7,3.17,0.053,3.0,1
1.0,15.49,6.34,45.77,35.21,0.0,4.93,0.324,20.0,0
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
0.0,0.0,0.0,3.53,0.0,2.4,2.35,0.076,-4.0,1
0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,13.0,1
0.0,63.33,13.33,13.33,0.0,6.7,13.33,0.0,12.0,1
0.0,63.33,13.33,13.33,0.0,6.7,13.33,0.0,12.0,1
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.667,3.0,1
0.0,48.18,6.88,24.09,6.88,6.9,24.09,0.103,10.0,1
0.0,3.53,0.0,8.24,2.35,3.5,3.53,0.071,-6.0,1
0.0,9.73,7.08,13.27,8.85,0.0,3.54,0.042,7.0,1
1.0,10.0,6.67,12.67,8.67,0.0,3.33,0.04,6.0,1
6.0,0.0,0.0,84.0,72.0,0.0,0.0,0.0,14.0,0
0.0,2.5,0.0,62.5,50.0,15.0,10.0,0.0,9.0,1
1.0,16.67,3.33,10.0,0.0,3.3,3.33,0.45,3.0,1
1.0,48.28,3.45,17.24,17.24,0.0,0.0,0.241,14.0,0
4.0,21.43,21.43,71.43,71.43,0.0,0.0,0.14300000000000002,27.0,0
0.0,2.94,1.76,15.88,15.88,0.0,2.94,0.041,4.0,1
0.0,0.0,0.0,75.0,57.14,7.1,10.71,0.339,12.0,1
0.0,5.36,3.57,21.43,7.14,3.6,14.29,0.386,0.0,0
1.0,0.0,0.0,4.17,1.67,0.8,0.83,0.667,6.0,1
4.0,43.33,6.67,23.33,23.33,0.0,0.0,0.6,22.0,0
1.0,30.0,20.0,55.0,45.0,5.0,5.0,0.188,21.0,1
1.0,35.71,21.43,55.36,41.07,8.9,7.14,0.0,20.0,1
1.0,15.38,6.92,52.31,10.77,4.6,3.08,0.246,9.0,0
0.0,15.29,2.35,40.0,15.29,2.4,3.53,0.112,4.0,0
0.0,33.33,10.0,6.67,13.33,0.0,53.33,2.0,27.0,0
1.0,33.33,21.43,61.9,50.0,7.1,4.76,0.0,21.0,1
1.0,33.33,21.43,61.9,50.0,7.1,4.76,0.0,21.0,1
3.0,0.0,0.0,83.33,56.67,0.0,0.0,0.2,16.0,0
3.0,0.0,0.0,83.33,41.67,0.0,0.0,0.1,14.0,0
2.0,8.18,6.36,30.91,29.09,0.0,2.73,0.036000000000000004,14.0,0
1.0,46.43,14.29,42.86,0.0,0.0,3.57,1.071,27.0,0
0.0,9.33,1.33,69.33,22.67,9.3,12.0,0.0,6.0,1
0.0,10.77,1.54,72.31,21.54,9.2,12.31,0.008,0.0,1
1.0,40.0,24.29,45.71,28.57,11.4,10.0,0.0,17.0,1
1.0,45.71,24.29,44.29,34.29,1.4,8.57,0.121,24.0,1
3.0,22.35,1.88,55.29,30.59,0.7,4.24,0.386,16.0,0
0.0,9.59,1.37,71.23,26.03,6.8,9.59,0.274,9.0,1
0.0,7.14,0.0,57.14,17.86,7.1,14.29,0.025,-3.0,1
1.0,4.76,1.9,22.86,5.71,2.9,14.29,0.429,-1.0,0
0.0,46.88,7.81,25.0,9.38,6.2,21.88,0.438,15.0,1
1.0,42.22,26.67,33.33,26.67,0.0,8.89,0.011,22.0,1
2.0,12.94,7.06,34.12,17.65,5.9,4.71,0.2,10.0,0
4.0,0.0,0.0,86.67,63.33,0.0,0.0,0.223,16.0,1
0.0,0.0,0.0,14.79,9.86,2.1,0.7,0.0,0.0,1
2.0,0.0,0.0,87.5,67.5,0.0,0.0,0.0,14.0,0
1.0,25.0,16.07,64.29,57.14,3.6,3.57,0.214,23.0,1
1.0,30.0,17.5,37.5,27.5,5.0,5.0,0.005,16.0,1
0.0,10.0,0.0,53.33,6.67,6.7,26.67,0.0,-5.0,1
2.0,1.67,0.0,16.67,10.0,1.3,7.33,0.04,-2.0,1
2.0,6.0,0.67,11.33,8.0,2.0,8.67,0.043,-5.0,1
2.0,0.0,0.0,12.67,10.67,0.0,8.0,0.043,-1.0,1
3.0,0.0,0.0,9.33,4.67,3.3,8.0,0.043,-7.0,1
2.0,0.0,0.0,12.35,10.0,0.6,7.65,0.041,-1.0,1
0.0,7.07,4.04,15.15,12.12,0.0,7.07,0.04,3.0,1
2.0,0.0,0.0,12.67,10.67,0.0,8.0,0.04,-1.0,1
3.0,4.0,1.67,18.0,13.33,0.7,8.0,0.06,0.0,1
3.0,1.67,1.0,12.67,10.67,0.7,7.33,0.047,-1.0,1
2.0,4.0,1.33,14.0,10.0,0.7,8.0,0.053,0.0,1
2.0,0.0,0.0,12.67,10.0,0.7,8.0,0.04,-1.0,1
3.0,3.0,2.0,10.67,8.67,0.7,8.0,0.04,-1.0,1
2.0,2.0,1.33,11.33,10.0,0.7,7.33,0.037000000000000005,0.0,1
2.0,0.0,0.0,12.67,10.0,0.7,8.0,0.04,-2.0,1
2.0,2.0,1.33,12.67,10.67,0.7,7.33,0.037000000000000005,0.0,1
4.0,4.67,2.33,17.33,14.67,0.0,8.0,0.067,2.0,1
1.0,0.0,0.0,9.33,4.67,3.3,8.0,0.043,-7.0,1
1.0,5.05,3.03,13.13,11.11,1.0,7.07,0.04,1.0,1
3.0,4.0,1.67,17.33,12.67,0.7,8.0,0.08,0.0,1
2.0,4.0,1.0,15.0,13.0,2.0,1.0,0.015,1.0,1
1.0,0.0,0.0,11.29,8.87,0.8,0.0,0.008,0.0,0
0.0,0.0,0.0,20.0,4.55,2.7,1.82,0.055,-2.0,1
0.0,10.99,3.3,8.79,6.59,1.1,16.48,0.758,13.0,0
0.0,67.86,16.07,10.71,3.57,7.1,14.29,0.0,13.0,1
0.0,0.0,0.0,25.38,5.38,3.1,1.54,0.035,-2.0,1
0.0,3.08,1.98,5.73,3.96,0.0,4.41,0.07,-1.0,1
0.0,66.67,15.0,13.33,3.33,6.7,13.33,0.0,13.0,1
1.0,17.65,2.94,85.29,32.35,5.9,8.82,0.412,14.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,10.0,6.67,66.67,56.67,0.0,0.0,0.0,20.0,1
0.0,46.43,28.57,32.14,17.86,14.3,10.71,0.0,15.0,1
0.0,46.88,7.81,25.0,9.38,6.2,21.88,0.438,15.0,1
0.0,46.88,7.81,25.0,9.38,6.2,21.88,0.438,15.0,1
0.0,46.88,7.81,28.12,12.5,6.2,21.88,0.438,15.0,1
0.0,36.0,23.0,45.0,43.0,9.0,5.0,0.004,20.0,1
0.0,36.84,23.68,47.37,44.74,2.6,5.26,0.0,22.0,1
0.0,60.71,17.86,17.86,3.57,3.6,14.29,0.018000000000000002,8.0,1
1.0,3.75,0.0,75.0,32.5,7.5,10.0,0.225,8.0,1
1.0,3.73,0.41,20.75,17.01,2.1,8.3,0.027000000000000003,-3.0,1
3.0,2.56,0.0,46.15,7.69,5.1,12.82,0.41,-2.0,0
0.0,5.0,0.0,72.5,30.0,5.0,7.5,0.5,10.0,1
0.0,2.22,0.0,77.78,0.0,2.2,8.89,0.0,-4.0,1
0.0,1.0,0.0,60.0,2.0,30.0,26.0,0.0,-6.0,1
0.0,23.33,15.0,53.33,26.67,1.7,5.0,0.2,20.0,0
2.0,71.43,7.14,0.0,0.0,0.0,0.0,0.75,23.0,0
1.0,40.0,20.0,50.0,35.0,10.0,5.0,0.105,19.0,1
0.0,0.6,0.0,7.14,2.38,3.6,2.38,0.03,-6.0,1
2.0,18.57,2.86,58.57,31.43,2.9,4.29,0.313,12.0,0
1.0,15.71,1.43,57.14,28.57,1.4,1.43,0.311,13.0,0
1.0,11.43,2.86,52.86,30.0,4.3,4.29,0.484,11.0,0
2.0,0.0,0.0,19.23,19.23,0.0,3.85,0.6920000000000001,12.0,0
0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,13.0,1
0.0,35.71,7.14,35.71,7.14,14.3,21.43,1.143,20.0,1
0.0,0.0,0.0,12.0,10.0,0.0,8.0,0.033,-2.0,1
0.0,1.0,0.0,21.33,9.33,2.0,6.0,0.053,-2.0,1
1.0,2.11,0.35,13.73,2.46,1.4,6.34,0.048,-3.0,1
1.0,36.67,6.67,6.67,3.33,0.0,3.33,0.667,17.0,0
0.0,0.0,0.0,13.64,9.09,4.6,0.65,0.0,-3.0,1
0.0,0.0,0.0,13.64,9.09,4.6,0.65,0.0,-3.0,1
2.0,18.31,9.86,32.39,32.39,0.0,7.04,0.166,20.0,0
0.0,0.0,0.0,9.29,4.29,2.1,0.71,0.0,-2.0,1
0.0,0.0,0.0,17.57,0.68,1.4,2.03,0.0,-2.0,1
1.0,20.8,12.8,34.4,26.4,0.8,4.8,0.208,20.0,0
1.0,35.71,25.0,57.14,50.0,7.1,3.57,0.018000000000000002,22.0,1
0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,13.0,1
0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,13.0,1
0.0,50.0,6.25,21.88,3.12,9.4,25.0,0.281,11.0,1
0.0,43.75,6.25,21.88,6.25,6.2,37.5,0.172,10.0,1
1.0,0.0,0.0,5.92,5.92,0.0,0.0,0.0,1.0,1
0.0,1.25,0.83,22.5,17.5,1.7,2.5,0.017,1.0,1
0.0,14.29,1.43,71.43,22.86,5.7,8.57,0.229,8.0,0
0.0,14.29,1.43,71.43,22.86,5.7,8.57,0.229,8.0,0
3.0,9.41,4.71,14.12,1.18,1.2,5.88,0.518,10.0,0
0.0,35.71,10.71,7.14,0.0,0.0,57.14,2.143,27.0,0
0.0,35.71,10.71,0.0,0.0,0.0,57.14,1.929,27.0,0
0.0,4.41,2.64,8.37,8.37,0.0,3.52,0.046,2.0,1
2.0,4.0,2.33,8.67,8.67,0.0,7.33,0.033,0.0,1
